query,super_category
Peut-on saisir tous mes revenus ?,Droit financier
Qu'est-ce que je risque si j'occupe une maison sans autorisation (squat) à Bruxelles ?,Droit immobilier
Comment puis-je contester le montant des impôts que je dois payer ?,Droit financier
Je mets un kot en location (bail de droit commun). Quels sont les critères d'octroi du permis de location en Wallonie ?,Droit immobilier
Je ne sais pas comment désigner une personne de confiance.,Droit de la famille
Puis-je suspendre le paiement de mon loyer si mon propriétaire ne fait pas les réparations nécessaires?,Droit immobilier
Est-il possible pour mon propriétaire de réclamer des arriérés de loyer à Bruxelles?,Droit immobilier
Quand il n'y a pas d'argent pour payer la médiation de la dette?,Droit financier
Comment se déroule une expulsion en Wallonie ?,Droit immobilier
Quand la justice de la paix peut-elle mettre fin au bail ?,Droit immobilier
Comment ouvrir des comptes bancaires après un décès ?,Droit financier
Combien de temps dure ma facture de gaz et d'électricité à Bruxelles ?,Droit financier
Comment puis-je faire un don ?,Droit financier
"Si on se sépare, le tribunal de la famille peut-il prendre des décisions concernant notre bail de logement social en Wallonie ?",Droit immobilier
"Si je suis en retard pour le paiement en Wallonie, mon propriétaire peut-il m'expulser ?",Droit immobilier
Est-il nécessaire pour moi de passer par un notaire pour écrire un testament?,Droit financier
Et si on me prend pour un voleur ?,Droit pénal
Puis-je demander une pension alimentaire à mon mari?,Droit de la famille
Comment se déroule la procédure de séparation devant le tribunal de la famille?,Droit de la famille
Que faire si le propriétaire refuse de libérer la garantie locative à Bruxelles ?,Droit immobilier
Est-il possible de mettre fin au bail avant son expiration à Bruxelles?,Droit immobilier
Je suis majeur. Je séjourne en Belgique depuis au moins 5 ans. Que faire si je n'ai pas d'acte de naissance pour ma demande de nationalité ?,Droit des étrangers
Mon propriétaire peut-il mettre fin au bail à vie à Bruxelles ?,Droit immobilier
Je vis avec ma famille en Belgique. Je me marie. Que faire si je n'ai pas d'acte de naissance pour effectuer ma déclaration de mariage ?,Droit des étrangers
"Avant que le recours ne soit formé contre la décision du CPAS, à quel tribunal doit-il être formé?",Droit de la protection sociale
Quel est le rôle du ministère public?,Droit pénal
Et si je ne suis pas d'accord avec l'autre parent sur une décision concernant notre enfant ?,Droit de la famille
Je veux connaître mes derniers vœux pour mes funérailles.,Droit financier
Quelles sont les décisions qui relèvent de l'autorité parentale?,Droit de la famille
Puis-je demander une aide financière à l'enfant si je suis son père biologique mais pas légal ?,Droit de la famille
Où vais-je devoir travailler pour ma peine de travail ?,Droit pénal
Quelles sont les conséquences du bail de résidence principale?,Droit immobilier
"Si je suis un étranger et que mon mariage est retardé, que se passe-t-il ?",Droit des étrangers
L'expulsion est-elle interrompue si je suis en RCD (réglement collectif de dettes) en Wallonie ?,Droit immobilier
Je divorce à cause d'une désunion irrémédiable.,Droit de la famille
Je suis majeur. Je séjourne en Belgique depuis au moins 5 ans. A quelles conditions puis-je demander la nationalité belge si je vis en Belgique depuis 5 ans ?,Droit des étrangers
Qui paie la remise sur la propriété ?,Droit financier
"Si mon propriétaire fait des travaux dans mon logement, puis-je rompre le bail à Bruxelles ?",Droit immobilier
"J'ai un administrateur de biens, puis-je faire une donation ?",Droit financier
Est-ce que l’amende pénale s’annule au bout d’un certain temps (prescription) ?,Droit pénal
"Je ne paie pas mon stationnement, vais-je recevoir une amende pénale ?",Droit financier
Mes difficultés financières sont-elles temporaires ou récurrentes?,Droit financier
Je deviens un cohabitant légal quand je vis avec ma famille en Belgique.,Droit des étrangers
"Si je n'ai pas d'acte de naissance pour ma demande de citoyenneté, que vais-je faire?",Droit des étrangers
Puis-je venir en Belgique pour me marier ?,Droit des étrangers
Comment puis-je évaluer la situation?,Droit immobilier
Qu'est-ce qu'une rémission ?,Droit pénal
Quel est le rôle du tuteur d'un enfant mineur?,Droit de la famille
Est-il possible que je sois payé pendant le processus?,Droit de la protection sociale
Qui va faire exécuter le jugement ?,Droit financier
Comment éviter l'expulsion?,Droit immobilier
Est-il possible pour mon partenaire de me mettre à la porte si je vis dans notre maison ?,Droit de la famille
J'ai été condamné à une peine de prison. Puis-je être entendu pour expliquer mon plan de réinsertion sociale ?,Droit pénal
Quelqu'un doit payer pour les dommages causés par un vol.,Droit immobilier
Combien de temps dure ma facture d'électricité et de gaz en Wallonie ?,Droit financier
J'ai été condamné à la prison.,Droit pénal
Je divorce par consentement mutuel.,Droit de la famille
"Nous sommes mariés, quel nom portera notre enfant ?",Droit de la famille
Je suis majeur. Je suis marié à un/une Belge. Que faire si je n'ai pas d'acte de naissance pour ma demande de nationalité ?,Droit des étrangers
Quels sont les appels interjetés contre les décisions d'admissibilité?,Droit financier
Qu'est-ce que je risque comme sanctions si je travaille au noir ?,Droit du travail
Comment peut-on mettre fin au bail étudiant ?,Droit immobilier
Y a-t-il un droit à une allocation de naissance dans le cas d'un mort-né en Wallonie ?,Droit de la protection sociale
Quels sont les revenus pris en considération pour l'aide juridique si je vis avec d'autres personnes ?,Droit pénal
J'ai signé une déclaration de cohabitation légale. Nous sommes cohabitants légaux. Dois-je reconnaître notre enfant ?,Droit de la famille
Qu'arrive-t-il au bail si le locataire meurt en Wallonie ?,Droit immobilier
Et si je ne suis pas d'accord avec les décisions prises au sujet de mes enfants ?,Droit de la famille
Je suis victime de violences conjugales. Puis-je retirer ma plainte pour violences conjugales ?,Droit de la famille
Dois-je engager un avocat pour contester la décision de l'agence de sécurité sociale?,Droit de la protection sociale
Je suis parent. Comment puis-je déterminer le montant de la contribution alimentaire ?,Droit de la famille
Dois-je être personnellement présent(e) aux audiences devant le tribunal de la famille si j’ai lancé la procédure ?,Droit de la famille
Comment va l'appel ?,Droit pénal
Puis-je rompre le bail à Bruxelles parce que mon propriétaire ne fait pas les réparations nécessaires ?,Droit immobilier
Puis-je m'absenter du travail pour aller chez le médecin ?,Droit du travail
Comment puis-je connaître le délai au bout duquel mon amende pénale s’annule (délai de prescription) ?,Droit pénal
Je suis propriétaire. Dois-je installer des détecteurs incendie en Wallonie ?,Droit financier
Je peux me marier en Belgique ?,Droit des étrangers
Est-il possible pour l'employeur de mon ex de me payer la cotisation d'entretien?,Droit de la famille
Je ne suis pas d'accord avec le jugement rendu par le tribunal de la jeunesse. Est-ce que je dispose d'un recours en Wallonie ?,Droit de la famille
Dois-je contribuer aux dépenses du ménage si je n'ai pas beaucoup d'argent?,Droit de la famille
"J'ai commis une infraction. Je suis convoqué pour une audition à la police, que va-t-il se passer ?",Droit pénal
Comment la société peut-elle mettre fin au bail de logement social en Wallonie ?,Droit immobilier
Je ne sais pas comment abandonner une succession.,Droit financier
"Je suis témoin d'une infraction. Je suis convoqué pour une audition à la police en tant que témoin, que va-t-il se passer ?",Droit pénal
Est-il possible qu'un colocataire célibataire mette fin à son bail de location officiel avant la date limite?,Droit immobilier
Le juge de police décidera-t-il de ma culpabilité à la première audience ?,Droit pénal
J'ai commis une infraction. Suis-je obligé de dénoncer mes complices à la police ?,Droit pénal
Je ne sais pas quelles sont les tâches à accomplir pour mon travail.,Droit pénal
J'introduis une demande en justice. Combien dois-je payer pour introduire une procédure en justice ?,Droit pénal
Que faire si mes enfants m'empèchent de voir mes petits-enfants ?,Droit de la famille
Où puis-je trouver un modèle de demande de bail?,Droit immobilier
"Comment prouver que je ne suis pas responsable en tant que parent, des actes commis par mon enfant mineur ?",Droit de la famille
Puis-je mettre fin à mon bail de longue durée avant l’échéance à Bruxelles ?,Droit immobilier
Les parents ne sont pas mariés ensemble. La mère de l'enfant est mariée à quelqu'un d'autre que le père. Devant quel tribunal aller en cas de problème lié à la filiation ?,Droit de la famille
Mon logement est reconnu inhabitable à cause de l'insalubrité. Comment peut-on savoir qu'un logement est frappé d'un arrêté d'inhabitabilité en Wallonie ?,Droit immobilier
Comment répartir les obligations entre les colocataires à Bruxelles ?,Droit immobilier
Je suis parent. Dois-je encore payer la contribution alimentaire si mon enfant ne fait rien aux études ?,Droit de la famille
Que faire si on ne parvient pas à obtenir le certificat médical circonstancié ?,Droit de la famille
A qui m’adresser en cas de problème lors de l’exécution de la peine de travail ?,Droit pénal
Dois-je payer quelque chose si je présente une action contre la décision du CPAS?,Droit de la protection sociale
J'ai signé une déclaration de cohabitation légale. Puis-je mettre mon cohabitant légal à la porte ?,Droit de la famille
Ai-je besoin de l'accord de l'autre parent pour aller en vacances avec mon enfant?,Droit de la famille
Qu'est-ce que la médiation de dettes amiable ?,Droit financier
Je me sépare. Quand le tribunal de la famille peut-il intervenir pour des mesures urgentes et provisoires ?,Droit de la famille
J'ai divorcé pour cause de désunion irrémédiable. Puis-je indexer la pension alimentaire Comment calculer cette indexation ?,Droit de la famille
Quel est le rôle du médiateur de dettes ?,Droit financier
Quand faire l'état des lieux à Bruxelles ?,Droit immobilier
Puis-je donner par testament tous mes biens à ma filleule ?,Droit financier
Je dépose plainte auprès d'un médiateur. L'entreprise est située en Belgique. Dans combien de temps le médiateur pour le consommateur me répondra ?,Droit financier
Combien mon administrateur m'a-t-il coûté?,Droit de la famille
Le contrat de force majeure médicale peut être rompu sous certaines conditions.,Droit du travail
Comment connaître l'existence d'une mitoyenneté ?,Droit immobilier
Comment puis-je contester ma facture d'eau en Wallonie?,Droit financier
"Quand dois-je retourner au travail après le congé de maternité, et que dois-je faire?",Droit du travail
Comment le propriétaire peut-il mettre fin au bail étudiant à Bruxelles ?,Droit immobilier
À quelle fréquence les visites à domicile ont-elles lieu en Wallonie?,Droit immobilier
"Si mon adversaire ne vient pas à la première audience, que se passe-t-il ?",Droit pénal
L'administrateur des biens immobiliers a une mission.,Droit de la famille
Le juge doit-il choisir?,Droit de la famille
Je reçois les confidences en tant que professionnel.,Droit du travail
Comment puis-je comprendre ma facture d'eau en Wallonie?,Droit financier
Comment changer de nom ou de prénom ?,Droit de la famille
"Je me sépare. En tant que cohabitants légaux, quelles mesures peut prendre le juge de la famille en ce qui concerne nos enfants en cas de séparation ?",Droit de la famille
